board_id,board_name,board_url,board_closed,export_generated_at,analysis_window_days,trello_date_last_activity,member_count,card_count,actions_in_period,active_members_in_period,active_cards_in_period
691d67606d8057f13259cc6f,Master Board 2026,https://trello.com/b/o1B1KN7N/master-board-2026,FALSE,2026-06-17T08:00:23.965541+00:00,120,2026-06-16T17:36:18.162Z,25,363,1867,15,139
